"NUMORD","DIS","ABATT","CC","GGENE","SEXECH","CHGRAS","CHMUSCLE","SEXCGM","G1CGM","G2CGM","M2CGM","DATEFR","SEXE","FRGRAS","FRMUSCLE","GR34VLFR","GR23DCFR","GR34DCFR","GR34DCPAFR","MU23DCFR","MU34DCFR","MU34DCPAFR","FILPIECE","LONPIECE","LONGEX","EPAPIECE","EPAGEX","JAMPIECE","JAMGEX","LONMUGIOS","EPAMUGIOS","JAMMUGIOS","LONPERTPAR","EPAPERTPAR","JAMPERTPAR","TMUS3P","TMP90","TVM","DEN","TMP89"
428,"PAR","K",90.2,"P50","F",14.105,73.28999999999999,"F",15,13,60,05/04/2005 00:00:00,"F",13.925,73.88499999999999,15.31,11.035,12.11,11.975,65.11500000000001,65.51,61.529999999999994,720,7738,1702,5894,948,11066,1520,6032,4934,9536,4,12,10,83.59430324966559,,,43684,
430,"PAR","K",99.4,"P50","M",19.505000000000003,58.68000000000001,"M",19,15,57,05/04/2005 00:00:00,"M",18.935,59.735,19.59,15.265,12.905000000000001,13.18,60.99499999999999,64.1,62.06000000000001,708,8622,2560,6616,1274,11316,1886,6058,5326,9412,4,16,18,79.01841390947106,,,47971,
431,"PAR","K",95.8,"P50","M",20.645,69.025,"M",22,22,55,05/04/2005 00:00:00,"M",19.634999999999998,70.6,21.96,18.119999999999997,17.465,17.990000000000002,59.13,60.329999999999984,62.434999999999995,734,8324,2702,5964,1190,11326,2526,5612,4756,8772,10,18,28,75.64141490815243,,,46514,
433,"PAR","K",91.8,"P50","F",19.189999999999998,77.75,"F",17,20,58,05/04/2005 00:00:00,"F",17.674999999999997,78.51499999999999,17.72,16.595,18.25,18.16,65.425,65.67,63.69,736,8260,2300,5824,968,11392,2114,5938,4848,9260,22,8,18,79.46741950251793,,,44238,
434,"PAR","K",93.2,"P50","M",13.815000000000001,73.905,"M",18,16,60,05/04/2005 00:00:00,"M",13.395,75.785,17.43,13.215,14.205,13.765,65.65,59.405,64.13000000000001,742,7902,1860,5760,1004,11544,1876,6026,4742,9646,16,14,22,81.73269616155387,,,44718,
435,"PAR","K",92.4,"P50","F",18.005000000000003,71.705,"F",16,13,48,05/04/2005 00:00:00,"F",17.314999999999998,71.555,15.23,10.739999999999998,11.705,11.809999999999999,52.894999999999996,53.25,54.66,716,7592,2062,5892,1114,10590,1866,5518,4768,8712,12,10,12,79.66115369100444,,,44565,
436,"PAR","K",89.6,"P50","M",17.58,71.43,"M",17,14,57,05/04/2005 00:00:00,"M",16.155,71.02000000000001,15.66,11.95,12.184999999999999,11.855,58.519999999999996,59.224999999999994,58.77999999999999,714,7268,1716,5902,870,11182,1696,5558,5028,9480,-6,4,6,82.91709885901221,,,43202,
438,"PAR","K",94.2,"P50","M",14.515,79.21000000000001,"M",17,16,63,05/04/2005 00:00:00,"M",12.51,81.255,14.954999999999998,13.995,14.2,14.575,67.82999999999998,62.480000000000004,61.58,682,8136,2222,5912,940,12440,1786,5904,4964,10642,10,8,12,81.78873757821127,,,45753,
439,"PAR","K",92.4,"P50","F",11.68,76.66,"F",14,14,54,05/04/2005 00:00:00,"F",11.920000000000002,77.09,13.469999999999999,11.12,12.515,11.76,60.88999999999999,58.705,61.77,736,7370,1586,6064,964,11246,1560,5782,5094,9674,2,6,12,83.82908404154863,,,43917,
442,"PAR","K",86.6,"P50","F",8.65,88.67,"F",12,10,61,05/04/2005 00:00:00,"F",8.46,87.48,9.620000000000001,6.525,7.199999999999999,7.265,70.445,69.06,66.265,764,6710,1028,6304,690,11920,1328,5672,5604,10584,10,10,8,88.1469375048642,,,42002,
443,"PAR","K",87.2,"P50","M",13.56,69.44999999999999,"M",14,14,57,05/04/2005 00:00:00,"M",13.855,69.705,14.16,10.989999999999998,10.965,11.309999999999999,64.09,62.33500000000001,62.019999999999996,644,7300,1752,5604,916,10638,1760,5528,4672,8850,20,16,28,81.69188786901513,,,42449,
444,"PAR","K",107.4,"P50","M",23.295,73.565,"M",21,18,60,06/04/2005 00:00:00,"M",21.51,74.545,18.515,14.905000000000001,16.94,15.44,69.105,64.51,66.23500000000001,770,8836,2592,7028,1450,12796,2546,6222,5564,10236,22,14,14,77.61467889908256,,,51552,
445,"PAR","K",96.2,"P25","F",16.655,74.245,"F",15,15,64,06/04/2005 00:00:00,"F",16.41,75.86500000000001,16.22,10.615,11.95,12.114999999999998,70.415,64.44,66.665,756,7788,1960,5966,1046,11782,2058,5788,4906,9708,40,14,16,80.73938840712003,,,45958,
446,"PAR","K",88,"P25","M",16.63,71.85499999999999,"M",17,19,51,06/04/2005 00:00:00,"M",14.225,69.97999999999999,18.075000000000003,15.745000000000001,16.009999999999998,16.67,57.644999999999996,60.52,55.874999999999986,662,6822,1982,5910,1114,10744,1830,4832,4784,8902,8,12,12,79.59234402187423,,,41820,
447,"PAR","K",94.6,"P50","M",24.23,71.125,"M",25,23,62,06/04/2005 00:00:00,"M",22.810000000000002,72.24000000000001,27.535,19.71,21.335,20.77,65.41,63.95499999999999,61.06,650,8758,3042,5936,1128,11144,2284,5698,4806,8844,18,2,16,75.63424947145877,,,45257,
448,"PAR","K",94.6,"P50","F",23.445,70.37,"F",21,17,54,06/04/2005 00:00:00,"F",21.325,70.77,19.975,15.98,15.129999999999999,15.175,60.11999999999999,57.56999999999999,56.165000000000006,710,8504,2556,6258,1192,10860,2060,5928,5060,8794,20,6,6,77.94318699680997,,,45758,
451,"PAR","K",93.2,"P50","F",10.165,71.75999999999999,"F",13,12,66,06/04/2005 00:00:00,"F",9.989999999999998,72.895,12.68,9.06,8.36,8.28,74.22,70.14,74.375,850,8210,1560,6376,802,11750,1268,6628,5554,10472,22,20,10,86.64753917457514,,,44968,
452,"PAR","K",88.8,"P25","F",13.065,74.38,"F",14,12,64,06/04/2005 00:00:00,"F",12.34,76.16,15.57,8.975,9.335,8.645,75.515,71.82499999999999,73.78500000000001,716,7838,1746,5478,914,11210,1656,6088,4548,9548,4,16,6,82.9015133507646,,,42938,
453,"PAR","K",99.6,"P50","M",13.435,76.53999999999999,"M",18,17,60,06/04/2005 00:00:00,"M",11.42,75.78999999999999,17.119999999999997,15.355,14.399999999999999,13.93,65.80499999999999,61.919999999999995,65.82999999999998,698,8158,2112,6776,1368,11894,2038,6028,5388,9816,18,20,40,79.95349851049916,,,48276,
455,"PAR","K",95,"P50","F",14.41,83.255,"F",14,10,65,06/04/2005 00:00:00,"F",15.62,85.16999999999999,12.7,9.605,8.76,8.55,69.49499999999999,67.885,70.385,796,7782,1620,5928,898,11972,1598,6152,5014,10368,10,16,6,84.4550192612735,,,45840,
456,"PAR","K",91,"P50","F",12.71,75.07,"F",21,14,55,06/04/2005 00:00:00,"F",12.065000000000001,75.42,17.595,11.280000000000001,11.355,11.844999999999999,55.13499999999999,53.67,54.42,768,7566,1910,5568,944,10832,1828,5650,4614,8988,6,10,16,81.07059108918897,,,43520,
457,"PAR","K",105.2,"P50","M",19.09,77.97999999999999,"M",16,15,60,06/04/2005 00:00:00,"M",17.145,76.74,17.285,12.395,14.405,14.48,64.85000000000001,63.19,63.239999999999995,882,8348,2034,6708,1034,12852,2118,6308,5666,10716,6,8,18,81.98680097255992,,,50997,
459,"PAR","K",88.4,"P50","F",16.630000000000003,66.75,"F",15,11,67,06/04/2005 00:00:00,"F",16.04,70.22,12.875,9.6,12.23,11.625,71.68,64.82,64.745,650,7674,1742,5684,962,10768,1644,5926,4708,9116,6,14,8,82.45075879883758,,,42082,
461,"PAR","K",90.6,"P25","F",17.54,68.82,"F",17,12,60,06/04/2005 00:00:00,"F",16.099999999999998,69.28999999999999,16.365000000000002,9.585,10.870000000000001,10.195,64.345,62.99499999999999,64.99000000000001,660,7490,1834,6206,1060,10700,1634,5650,5132,9044,6,14,22,81.92848020434228,,,43580,
462,"PAR","K",92.8,"P25","M",18.04,64.8,"M",18,17,51,06/04/2005 00:00:00,"M",17.28,63.69,19.494999999999997,13.370000000000001,15.34,14.84,54.769999999999996,52.49499999999999,57.28999999999999,636,7500,2256,6232,1352,11050,2132,5228,4864,8896,16,16,22,77.4175780942639,,,45114,
464,"PAR","K",94.8,"P50","F",15.44,75.11,"F",20,16,51,07/04/2005 00:00:00,"F",13.809999999999999,74.41499999999999,20.26,13.6,14.114999999999998,14.32,63.65,61.739999999999995,56.089999999999996,704,8124,2240,5982,1236,11686,2174,5876,4736,9496,8,10,16,78.67602657004831,,,45205,
465,"PAR","K",83.6,"P50","M",9.135,65.305,"M",14,13,60,07/04/2005 00:00:00,"M",8.13,64.22,13.2,10.345,11.32,10.635000000000002,62.795,63.080000000000005,58.955,732,6414,1346,5482,836,10378,1360,5052,4624,9008,16,22,10,84.60401634356255,,,40511,
466,"PAR","K",94.4,"P50","F",11.06,70.81,"F",15,13,65,07/04/2005 00:00:00,"F",11.45,72.435,13.739999999999998,8.795,10.11,9.985,74.30499999999999,72.1,69.635,780,8768,1840,6138,958,11366,1618,6924,5170,9728,4,10,20,83.6758834836611,,,45426,
467,"PAR","K",102,"P50","M",12.855,69.155,"M",16,16,58,07/04/2005 00:00:00,"M",12.15,69.565,17.865000000000002,11.01,12.524999999999999,12.59,56.300000000000004,55.77,55.79499999999999,812,8232,2118,6998,1176,11852,1852,6090,5808,9986,24,14,14,81.55158815515881,,,49074,
471,"PAR","K",76.2,"P50","F",6.445,67.495,"F",11,9,55,07/04/2005 00:00:00,"F",6.359999999999999,67.215,10.415,6.805,7.404999999999999,7.195,58.51,58.17500000000001,55.995,656,6172,1042,5054,608,8886,1000,5126,4446,7882,4,0,4,87.2399845916795,,,36696,
472,"PAR","K",92,"P50","F",14.719999999999999,79.61,"F",13,13,55,07/04/2005 00:00:00,"F",14.125,80.16,12.86,9.48,11.025,10.86,60.455,59.865,60.705,770,7036,1572,5972,908,11240,1658,5454,5062,9558,10,2,24,83.45990886561675,,,44193,
475,"PAR","K",93.4,"P50","M",13.775,74.4,"M",19,17,61,07/04/2005 00:00:00,"M",13.454999999999998,73.29499999999999,20.525,14.67,15.725,15.735,63.675,60.654999999999994,59.735,724,7796,2344,5848,1016,11286,1992,5452,4830,9272,0,2,22,79.13775629531457,,,44942,
476,"PAR","K",96.2,"P25","F",14.934999999999999,74.75,"F",20,18,55,07/04/2005 00:00:00,"F",14.695,73.965,18.354999999999997,14.385,14.785,14.99,64.40499999999999,63.75999999999999,63.555,714,8498,2230,6286,1006,11222,2024,6256,5266,9186,12,14,12,80.31437125748504,,,46788,
477,"PAR","K",94.2,"P25","F",15.545,67.68,"F",16,16,53,07/04/2005 00:00:00,"F",15.55,69.345,15.875,12.07,13.25,12.705,62.68999999999999,62,59.25500000000001,772,7390,1864,6378,968,12244,1722,5514,5406,10520,12,4,2,82.99731182795699,,,45702,
478,"PAR","K",91.4,"P50","M",13.045,68.755,"M",14,13,55,07/04/2005 00:00:00,"M",12.02,68.06,15.205,11.045,11.08,10.955,55.44,56.52499999999999,58.485,670,7660,1734,6190,896,10778,1620,5916,5280,9138,10,14,20,83.20025298442565,,,44424,
479,"PAR","K",92,"P25","M",13.600000000000001,70.675,"M",18,14,55,08/04/2005 00:00:00,"M",13.785,71.39,15.844999999999999,11.71,12.76,12.475000000000001,61.385,59.78000000000001,56.529999999999994,640,7548,2038,5928,1150,11024,1996,5510,4776,9022,0,2,6,79.37947494033413,,,43970,
481,"PAR","K",94.2,"P25","M",19.34,69.975,"M",18,18,59,08/04/2005 00:00:00,"M",19.185000000000002,70.715,17.7,13.925,15.05,15.344999999999999,57.595,55.82000000000001,60.08,658,7550,2208,5898,1136,11782,2340,5338,4760,9436,4,2,6,78.04388133498146,,,45713,
482,"PAR","K",101,"P25","F",9.44,78.75,"F",14,11,70,08/04/2005 00:00:00,"F",10.92,74.88,12.274999999999999,9.155000000000001,10.45,10.28,72.545,70.42,70.03,808,8402,1590,6882,864,12610,1586,6802,6018,11010,10,0,14,85.92432583095254,,,48904,
484,"PAR","K",95.4,"P25","M",9.7,76.375,"M",15,14,61,08/04/2005 00:00:00,"M",8.59,75.59,14.985,10.035,9.780000000000001,10.165,70.51,69.275,64.44,768,8518,1894,6444,918,11996,1556,6618,5524,10428,6,2,12,84.24583423501407,,,46048,
485,"PAR","K",96.4,"P25","M",14.004999999999999,72.625,"M",16,17,57,08/04/2005 00:00:00,"M",13.93,74.66499999999999,15.335,13.969999999999999,16.02,16,64.53,61.75500000000001,65.465,750,8188,2054,6672,1260,11362,2036,6126,5410,9322,8,2,4,80.16461515645855,,,47353,
486,"PAR","K",101.6,"P25","F",12.705,75.355,"F",13,14,63,08/04/2005 00:00:00,"F",12.754999999999999,77.055,14.440000000000001,10.91,12.44,12.78,70.89000000000001,65.72,68.5,718,8780,2132,6732,1054,12144,1896,6636,5676,10244,12,2,4,82.0892366250793,,,49490,
490,"PAR","K",88.6,"P25","M",13.845,73.64500000000001,"M",19,14,51,08/04/2005 00:00:00,"M",12.805,74.695,16.805,11.129999999999999,10.93,11.64,58.5,59.93500000000001,57.625,620,7292,1782,5762,1020,10306,1640,5504,4738,8662,6,4,4,81.47623019182652,,,42893,
491,"PAR","K",96.4,"P25","M",14.835,77.995,"M",15,16,62,08/04/2005 00:00:00,"M",15.86,78.28,15.030000000000001,13.01,13.989999999999998,13.7,67.35,68.77000000000001,67.93499999999999,748,8766,2366,6452,1264,11004,1882,6392,5188,9114,8,0,8,79.56247682610308,,,46401,
492,"PAR","K",90.6,"P25","M",14.120000000000001,77.185,"M",15,14,52,08/04/2005 00:00:00,"M",13.01,76.12,15.885,11.665,12.885,12.89,54.794999999999995,54.690000000000005,57.55,656,7566,1922,6104,992,10482,1758,5640,5086,8710,4,26,14,81.16736536601097,,,43392,
1,"REF","K",88.4,"P50","M",12.605,67.13499999999999,"M",15,16,46,25/01/2005 00:00:00,"M",11.125,69.315,14.129999999999999,13.96,14.835,14.73,58.24,56.160000000000004,54.67,690,6735,1616,5725,1002,10960,1776,5074,4678,9102,45,45,82,81.77519701368726,59.53943885653785,56.50339110776187,43127.5,58.87788953590966
7,"REF","K",86.4,"P0","M",17.83,59.035,"M",18,16,49,25/01/2005 00:00:00,"M",16.42,59.894999999999996,21.715000000000003,14.655000000000001,17.275,17.075000000000003,57.815,51.035000000000004,47.364999999999995,550,6835,2096,5520,1072,9765,1944,4696,4412,7772,43,36,49,77.45037494486105,53.386780225884095,50.13469756244358,41537.5,52.793593778929825
8,"REF","K",95.4,"P0","F",11.83,77.195,"F",16,13,57,25/01/2005 00:00:00,"F",11.35,77.795,16.335,10.695,12.585,11.13,64.63499999999999,58.90500000000001,66.805,750,8420,1942,5860,984,10985,1768,6414,4860,9194,64,16,23,81.95656352104555,59.910979228486646,57.19546742209632,45890,59.24530168150346
10,"REF","K",98,"P0","F",21.335,73.17,"F",19,20,55,25/01/2005 00:00:00,"F",20.485,73.06,22.060000000000002,15.59,18.43,18.41,66.66999999999999,63.165,62.77000000000001,790,8475,2582,5990,1226,11285,2248,5830,4730,8986,63,34,51,77.18161266013564,55.94749403341289,53.58830976999367,47390,55.32585521081941
23,"REF","K",102.4,"P0","F",12.815,77.675,"F",15,15,59,26/01/2005 00:00:00,"F",11.16,77.455,13.83,11.57,13.14,13.504999999999999,61.910000000000004,59.025000000000006,64.775,830,8970,1936,7020,926,12490,1562,6968,6070,10864,66,24,64,84.90617536676902,65.11724966221288,63.82010797596007,49085,64.39372466596606
26,"REF","K",81,"P25","M",20.36,71.48,"M",21,23,53,26/01/2005 00:00:00,"M",19.395,71.21000000000001,21.23,18.975,22.195,22.009999999999998,57.43,57.12,54.50000000000001,565,6250,1934,4990,940,10260,2140,4284,4012,8052,32,38,68,77.27622932245637,56.33307148468185,52.886080796477124,39172.5,55.70714846818539
32,"REF","K",92.8,"Inconnu","F",11.665,72.19,"F",14,11,54,26/01/2005 00:00:00,"F",10.795,76.88,14.844999999999999,9.57,9.725,9.7,61.51,56.255,59.459999999999994,780,7755,1738,6110,888,11975,1578,5962,5196,10344,55,26,53,84.20736288504884,63.50675008231808,62.18873821083766,44797.5,62.801119525847874
39,"REF","K",92.2,"P25","M",12.95,78.44999999999999,"M",16,14,64,26/01/2005 00:00:00,"M",12.315,80.96,15.29,10.399999999999999,12.035,11.620000000000001,70.15,69.39500000000001,67.41,755,7845,1866,6020,916,11345,1674,5932,5072,9618,47,32,53,82.83843635663393,61.73533834586466,60.33257969703821,44230,61.04939014202172
44,"REF","K",86.2,"P0","M",14.329999999999998,67.765,"M",17,17,56,27/01/2005 00:00:00,"F",12.975,69.545,16.375,14.129999999999999,15.44,14.254999999999999,66.58000000000001,61.22,63.995000000000005,750,7640,1986,5805,1026,9840,1636,5600,4746,8166,54,33,38,80.66153526107759,60.21138211382114,58.33616093068347,41260,59.54236675700091
46,"REF","K",91,"P50","F",15.309999999999999,81.6,"F",19,14,63,27/01/2005 00:00:00,"F",15.125,80.67,18.945,10.809999999999999,12.225000000000001,11.620000000000001,71.91999999999999,69.25,73.84,605,7745,1852,5760,1008,11080,1724,5830,4724,9314,63,28,42,81.80230250099245,59.51187468418393,58.23299863076221,43820,58.850631632137436
52,"REF","K",83.4,"P50","M",16.695,68.62,"M",15,16,50,27/01/2005 00:00:00,"M",15.535,68.595,15.15,12.9,13.934999999999999,13.75,57.01,53.129999999999995,52.625,590,6560,1678,6100,898,9080,1480,4890,5186,7552,-8,16,48,81.83609493954322,59.40754860846359,56.45397542011538,39870,58.74746473503622
54,"REF","K",86.6,"P0","F",17.759999999999998,70.22999999999999,"F",15,12,55,06/01/1960 09:36:00,"F",17.395000000000003,70.82,15.415,10.425,12.254999999999999,11.844999999999999,64.135,58.32000000000001,59.80500000000001,700,7910,1904,5440,782,10150,1508,5948,4634,8604,58,24,38,82.6694214876033,62.65353334538225,60.333032110368094,41497.5,61.957382974878
57,"REF","K",99,"P25","M",15.45,71.94,"M",17,14,55,27/01/2005 00:00:00,"M",14.985,71.035,17.27,10.985,10.81,11.135,58.78500000000001,57.66499999999999,58.60500000000001,805,7070,1646,7120,1070,12595,1716,5380,6022,10824,44,28,55,83.93620877129395,62.617587548638134,61.35522356543314,47357.5,61.92183657587548
72,"REF","K",92,"P25","M",11.675,74.505,"M",18,16,65,28/01/2005 00:00:00,"M",11.225000000000001,74.315,16.86,13.04,14.42,14,73.82500000000002,70.14,67.82,745,7740,2004,6430,1200,11320,1892,5678,5190,9358,58,40,70,80.57556699066133,59.6772469094554,57.75966866289808,44667.5,59.014166388239225
74,"REF","K",92,"P50","F",11.71,80.48,"F",17,14,60,01/02/2005 00:00:00,"F",11.370000000000001,79.855,15.33,10.23,13.235,12.45,64.575,64.22500000000001,66.82,745,7040,1586,6200,974,11710,1880,5392,5194,9788,62,32,42,82.72037361354349,61.85022026431718,58.469727212242184,45090,61.16299559471366
80,"REF","K",89.6,"P50","M",16.72,68.305,"M",16,13,58,01/02/2005 00:00:00,"M",15.2,68.215,16.23,11.32,11.114999999999998,12.015,57.970000000000006,56.31,57.874999999999986,695,7290,1744,5680,878,11010,1574,5504,4786,9378,42,16,58,82.99493414387031,59.35958549222798,56.75916080718002,43732.5,58.700034542314334
82,"REF","K",95.2,"P50","F",12.309999999999999,77.125,"F",14,12,64,01/02/2005 00:00:00,"F",12.36,78.185,11.64,9.370000000000001,9.965,9.56,65.04999999999998,60.375,60.004999999999995,875,7205,1250,6270,820,12775,1384,5898,5418,11326,57,32,65,87.2663594470046,66.510058403634,64.51773165549926,45892.5,65.77105775470473
86,"REF","K",86.2,"P0","M",9.875,71.32,"M",14,11,57,01/02/2005 00:00:00,"M",9.065000000000001,73.68,13.46,8.73,10.600000000000001,10.094999999999999,62.519999999999996,59.73,60.79499999999999,765,6805,1398,5615,756,11250,1434,5368,4840,9766,39,19,50,85.31614487415592,65.38168761220825,63.21740175459681,41605,64.65522441651706
95,"REF","K",94.8,"P0","F",19.119999999999997,80.095,"F",20,18,58,02/02/2005 00:00:00,"F",17.715,81.35,18.73,15.475000000000001,16.59,15.87,66.03,66.095,64.92999999999999,745,8285,2368,6185,1076,11555,2128,5880,5098,9384,37,11,43,79.18565558460963,58.78686413393432,57.924339757316204,45532.5,58.13367675466838
100,"REF","K",83.6,"P50","F",18.42,65.4,"F",17,16,59,02/02/2005 00:00:00,"F",17.835,65.015,14.45,10.795,13.635000000000002,13.09,66.655,66.615,65.545,685,7080,1910,5205,840,10650,1822,5134,4346,8776,36,19,52,80.64352243861134,61.33467815881166,59.153422309293504,40835,60.65318173482488
106,"REF","K",104.4,"P50","M",16.064999999999998,80.3,"M",17,16,70,02/02/2005 00:00:00,"M",14.760000000000002,82.235,14.78,13,14.64,13.879999999999999,72.96000000000001,72.56,70.265,795,8445,2138,6820,1094,13220,2136,6236,5678,11026,71,48,58,81.66666666666667,60.483786152497814,58.73553962486497,50915,59.81174408413673
109,"REF","K",85.2,"P0","F",17.115000000000002,71.03,"F",18,16,56,02/02/2005 00:00:00,"F",15.92,70.44,16.65,12.575,14.18,13.875,67.14999999999999,62.919999999999995,63.02000000000001,665,7000,1908,5370,954,10700,2018,5052,4410,8614,40,6,68,79.4396460922688,59.17267620945824,57.29948375341634,41162.5,58.51520202935315
114,"REF","K",87.6,"P50","F",9.655000000000001,67.92,"F",12,12,54,03/02/2005 00:00:00,"F",7.885,69.16499999999999,12.285,9.415,9.42,10.435,59.105,60.47,61.18000000000001,725,6685,1242,5685,792,10245,1234,5384,4928,8982,59,-35,29,85.99828620394173,63.25352112676057,59.25625,41600,62.55070422535211
117,"REF","K",94.8,"P0","M",13.705,71.68,"M",17,17,56,03/02/2005 00:00:00,"M",13.120000000000001,72.055,18.03,14.54,16.03,15.21,64.805,60.735,64.43,790,8195,1960,6235,984,11445,1804,6168,5226,9610,67,25,31,82.19388711794487,61.496339677891655,58.9120138102174,46342.5,60.81304701480398
125,"REF","K",87.2,"P25","F",8.219999999999999,80.895,"F",15,11,64,03/02/2005 00:00:00,"F",8.309999999999999,77.93,13.33,8.75,9.285,8.29,69.72,68.33500000000001,68.41,760,7160,1264,5690,760,11305,1312,5864,4914,9956,32,16,37,86.61047561709813,66.14914552045572,64.6515213455586,42807.5,65.41415501467289
128,"REF","K",85.6,"P25","F",13.03,78.805,"F",16,14,56,03/02/2005 00:00:00,"F",12.76,78.77,15.335,10.555,11.36,11.315,62.81000000000001,63.72,56.28,680,7615,1764,5790,988,10225,1612,5824,4762,8566,27,40,47,82.04853969559852,60.546051431697975,58.20452752321418,41192.5,59.87331752690133
142,"REF","K",85.6,"P25","F",11.95,72.125,"F",16,12,54,04/02/2005 00:00:00,"F",12.08,73.89,16.494999999999997,9.925,11.29,11.094999999999999,58.28500000000001,53.18,56.56,705,6655,1520,5400,856,10555,1684,5094,4532,8842,41,12,29,82.58631782114519,60.543650064326414,57.0877024595081,41675,59.87094284138945
143,"REF","K",93.4,"P0","F",14.615,78.7,"F",15,15,62,08/02/2005 00:00:00,"F",14.945,78.515,13.690000000000001,12.065,13.38,13.645,65.875,63.184999999999995,62.72500000000001,700,7650,1796,5995,1080,11115,1834,5812,4890,9222,42,25,59,81.50039277297722,60.35294117647059,58.34774001979545,45465,59.682352941176475
144,"REF","K",88.2,"P50","M",14.969999999999999,62.379999999999995,"M",17,14,54,08/02/2005 00:00:00,"M",12.725000000000001,63.95,16.86,11.985,11.684999999999999,11.965,60.69500000000001,57.285,58.459999999999994,635,7855,2148,5670,1080,9985,1678,5654,4560,8262,53,30,45,79.68109339407745,57.45873658279078,55.53258374050745,42467.5,56.82030617631533
163,"REF","K",93.8,"P0","M",10.19,64.16,"M",16,17,47,09/02/2005 00:00:00,"M",11.245000000000001,67.43,15.66,15.045,15.675,15.629999999999999,46.025,48.105000000000004,47.855000000000004,705,6615,1682,6625,1100,10890,1868,4850,5492,8966,83,33,56,81.27642440104691,58.125444990676385,54.47060764366236,45462.5,57.4796067130022
165,"REF","K",94.6,"P50","M",18.8,75.715,"M",18,18,64,09/02/2005 00:00:00,"M",17.585,77.445,19.38,15.030000000000001,16.705,15.46,68.285,67.405,68.37,760,7255,1944,6445,1178,11770,1988,5262,5224,9730,49,43,52,80.51849027830728,60.55510070411004,58.50711938663746,45650,59.88226625184215
193,"REF","K",92.8,"P50","M",21.85,67.08500000000001,"M",18,18,52,10/02/2005 00:00:00,"M",21.235,66.53,16.785,15.135,16.535,16.494999999999997,57.660000000000004,56.89500000000001,55.074999999999996,635,8160,2672,6235,1280,11230,2304,5430,4922,8880,58,33,46,76.17669459253618,55.81363187355944,54.22857142857143,45150,55.19348040829766
194,"REF","K",91.8,"P50","F",16.185000000000002,70.495,"F",16,14,59,10/02/2005 00:00:00,"F",15.87,72.64500000000001,17.229999999999997,12.515,14.045,13.08,62.34,61.315,64.105,680,7980,1960,5850,1052,10570,1816,5920,4776,8708,100,22,46,80.74960127591707,60.02879670894755,57.42816597604587,44042.5,59.36181007884814
211,"REF","K",93.6,"P25","M",9.965,73.625,"M",14,11,58,11/02/2005 00:00:00,"M",9.34,72.115,13.605,9.33,10.850000000000001,10.120000000000001,61.545,60.135,62.474999999999994,805,7505,1586,5795,972,11505,1672,5858,4802,9794,61,21,39,83.48301444748145,61.518530884808015,58.54933450665494,45455,60.834991652754596
220,"REF","C",93.7,"P25","F",7,76.645,"F",12,10,69,01/03/2005 00:00:00,"F",5.74,75.77000000000001,10.625,6.95,8.06,7.14,69.86,67.72,69.755,860,7575,1192,6025,586,12340,1362,6346,5460,10918,37,-21,60,88.28358208955224,67.04239719477208,65.36503496503497,46475,66.29748167038572
233,"REF","C",111.8,"P25","F",16.060000000000002,85.33,"F",21,20,63,01/03/2005 00:00:00,"F",14.530000000000001,83.45,22.305,15.65,17.83,17.965,71.775,66.295,67.22999999999999,920,9125,2646,6885,1244,13450,2368,6398,5592,11014,81,49,68,79.40092165898618,57.74130465148764,54.85539467881817,54424,57.09973459980444
243,"REF","C",95.8,"P25","F",14.485,76.735,"F",20,18,68,02/03/2005 00:00:00,"F",15.579999999999998,74.785,19.125,14.375,15.29,14.655000000000001,66.91499999999999,67.755,69.745,705,8025,2128,6075,1088,12180,2164,5848,4952,9954,49,35,62,80.06299796183065,59.52049374901092,57.54369240546553,47205,58.85915492957747
249,"REF","C",94.8,"P0","M",21.585,62.32,"M",21,19,53,02/03/2005 00:00:00,"M",22.42,63.519999999999996,23.83,18.98,17.55,18.72,60.885000000000005,58.84,59.02000000000001,645,8555,3034,6440,1800,11255,3028,5464,4620,8164,57,20,63,70.76780070645101,49.16153602031101,47.426027977956764,47180,48.615296731196445
255,"REF","C",91.5,"P25","M",17.855,65.235,"M",18,19,53,02/03/2005 00:00:00,"M",19.265,66.495,18.34,17.07,18.310000000000002,18.715,56.330000000000005,55.099999999999994,53.644999999999996,585,7670,2466,5845,1156,11220,2504,5144,4650,8636,60,39,80,75.80568720379146,53.3119494764833,51.17018221976809,45275,52.71959448230015
269,"REF","C",98,"P25","F",15.41,74.385,"F",16,12,65,03/03/2005 00:00:00,"F",15.094999999999999,75.515,14.675,12.645,12.815,12.715,65.42,66.04,69.565,835,8355,2000,6325,908,12035,1924,6308,5412,10074,47,5,37,82.46098003629764,62.16540657305971,60.02661165549252,48475,61.47467983335905
276,"REF","C",94.9,"P25","M",12.86,65.125,"M",15,14,54,03/03/2005 00:00:00,"M",12.48,66.88499999999999,15.16,12.08,13.34,12.97,59.485,56.065,54.11,735,7630,2180,6410,1206,11915,2086,5416,5176,9786,34,28,43,79.49793930310977,56.769676484789954,54.21047031283252,46990,56.13890230162563
287,"REF","C",98.9,"P25","M",21.09,69.45,"M",20,19,57,08/03/2005 00:00:00,"M",20.755000000000003,74.75,23.135,15.995000000000001,17.775,17.369999999999997,63.215,61.755,61.06000000000001,665,8455,2616,6190,1284,11820,2564,5792,4880,9206,47,26,50,76.17397714706966,55.21866422689845,54.14782608695652,48300,54.605123513266236
